# 070712 hashmap of PDBv2 naming to PDBv3 naming scheme 
 O5B 3HC,AO5* 3HC
 P1A 3HC, AP1 3HC
 O1A 3HC, AO1 3HC
 O2A 3HC, AO2 3HC
 O3A 3HC, AO3 3HC
 P2A 3HC, AP2 3HC
 O4A 3HC, AO4 3HC
 O5A 3HC, AO5 3HC
 O6A 3HC, AO6 3HC
 CBP 3HC,PC11 3HC
 CCP 3HC,PC12 3HC
 CDP 3HC,PC13 3HC
 CEP 3HC,PC14 3HC
 CAP 3HC,PC10 3HC
 OAP 3HC,PO10 3HC
 C9P 3HC, PC9 3HC
 O9P 3HC, PO9 3HC
 N8P 3HC, PN8 3HC
 C7P 3HC, PC7 3HC
 C6P 3HC, PC6 3HC
 C5P 3HC, PC5 3HC
 O5P 3HC, PO5 3HC
 N4P 3HC, PN4 3HC
 C3P 3HC, PC3 3HC
 C2P 3HC, PC2 3HC
 S1P 3HC, PS1 3HC
 OP1 3ME, O1P 3ME
 OP2 3ME, O2P 3ME
 O5' 3PO, O5* 3PO
 C1B 44D, C1* 44D
 C2B 44D, C2* 44D
 C3B 44D, C3* 44D
 C4B 44D, C4* 44D
 C5B 44D, C5* 44D
 C6B 44D, C6* 44D
 O3' 44D, O3* 44D
 O4B 44D, O4* 44D
 O5B 44D, O5* 44D
 OP3 4AC, O3P 4AC
 OP1 4AC, O1P 4AC
 OP2 4AC, O2P 4AC
 O5' 4AC, O5* 4AC
 C5' 4AC, C5* 4AC
 C4' 4AC, C4* 4AC
 O4' 4AC, O4* 4AC
 C3' 4AC, C3* 4AC
 O3' 4AC, O3* 4AC
 C2' 4AC, C2* 4AC
 O2' 4AC, O2* 4AC
 C1' 4AC, C1* 4AC
 O5' 4AD, O5* 4AD
 C5' 4AD, C5* 4AD
 C4' 4AD, C4* 4AD
 C3' 4AD, C3* 4AD
 O3' 4AD, O3* 4AD
 C2' 4AD, C2* 4AD
 O2' 4AD, O2* 4AD
 C1' 4AD, C1* 4AD
 O4' 4AD, O4* 4AD
 OXT 4BF, OT1 4BF
 N1A 4CA, AN1 4CA
 C2A 4CA, AC2 4CA
 N3A 4CA, AN3 4CA
 C4A 4CA, AC4 4CA
 C5A 4CA, AC5 4CA
 C6A 4CA, AC6 4CA
 N6A 4CA, AN6 4CA
 N7A 4CA, AN7 4CA
 C8A 4CA, AC8 4CA
 N9A 4CA, AN9 4CA
 C1D 4CA,AC1* 4CA
 C2D 4CA,AC2* 4CA
 O2D 4CA,AO2* 4CA
 C3D 4CA,AC3* 4CA
 O3D 4CA,AO3* 4CA
 P3D 4CA,AP3* 4CA
 O7A 4CA, AO7 4CA
 O8A 4CA, AO8 4CA
 O9A 4CA, AO9 4CA
 C4D 4CA,AC4* 4CA
 O4D 4CA,AO4* 4CA
 C5D 4CA,AC5* 4CA
 O5D 4CA,AO5* 4CA
 P1A 4CA, AP1 4CA
 O1A 4CA, AO1 4CA
 O2A 4CA, AO2 4CA
 O3A 4CA, AO3 4CA
 P2A 4CA, AP2 4CA
 O4A 4CA, AO4 4CA
 O5A 4CA, AO5 4CA
 O6A 4CA, AO6 4CA
 CBP 4CA,PC11 4CA
 CCP 4CA,PC12 4CA
 CDP 4CA,PC13 4CA
 CEP 4CA,PC14 4CA
 CAP 4CA,PC10 4CA
 OAP 4CA,PO10 4CA
 C9P 4CA, PC9 4CA
 O9P 4CA, PO9 4CA
 N8P 4CA, PN8 4CA
 C7P 4CA, PC7 4CA
 C6P 4CA, PC6 4CA
 C5P 4CA, PC5 4CA
 O5P 4CA, PO5 4CA
 N4P 4CA, PN4 4CA
 C3P 4CA, PC3 4CA
 C2P 4CA, PC2 4CA
 S1P 4CA, PS1 4CA
 C1B 4CA, BC1 4CA
 C2B 4CA, BC2 4CA
 C3B 4CA, BC3 4CA
 C4B 4CA, BC4 4CA
 C5B 4CA, BC5 4CA
 O2B 4CA, BO2 4CA
 C6B 4CA, BC6 4CA
 C7B 4CA, BC7 4CA
 N1A 4CO, AN1 4CO
 C2A 4CO, AC2 4CO
 N3A 4CO, AN3 4CO
 C4A 4CO, AC4 4CO
 C5A 4CO, AC5 4CO
 C6A 4CO, AC6 4CO
 N6A 4CO, AN6 4CO
 N7A 4CO, AN7 4CO
 C8A 4CO, AC8 4CO
 N9A 4CO, AN9 4CO
 C1D 4CO,AC1* 4CO
 C2D 4CO,AC2* 4CO
 O2D 4CO,AO2* 4CO
 C3D 4CO,AC3* 4CO
 O3D 4CO,AO3* 4CO
 P3D 4CO,AP3* 4CO
 O7A 4CO, AO7 4CO
 O8A 4CO, AO8 4CO
 O9A 4CO, AO9 4CO
 C4D 4CO,AC4* 4CO
 O4D 4CO,AO4* 4CO
 C5D 4CO,AC5* 4CO
 O5D 4CO,AO5* 4CO
 P1A 4CO, AP1 4CO
 O1A 4CO, AO1 4CO
 O2A 4CO, AO2 4CO
 O3A 4CO, AO3 4CO
 P2A 4CO, AP2 4CO
 O4A 4CO, AO4 4CO
 O5A 4CO, AO5 4CO
 O6A 4CO, AO6 4CO
 CBP 4CO,PC11 4CO
 CCP 4CO,PC12 4CO
 CDP 4CO,PC13 4CO
 CEP 4CO,PC14 4CO
 CAP 4CO,PC10 4CO
 OAP 4CO,PO10 4CO
 C9P 4CO, PC9 4CO
 O9P 4CO, PO9 4CO
 N8P 4CO, PN8 4CO
 C7P 4CO, PC7 4CO
 C6P 4CO, PC6 4CO
 C5P 4CO, PC5 4CO
 O5P 4CO, PO5 4CO
 N4P 4CO, PN4 4CO
 C3P 4CO, PC3 4CO
 C2P 4CO, PC2 4CO
 S1P 4CO, PS1 4CO
 O1B 4CO, BO1 4CO
 C1B 4CO, BC1 4CO
 C2B 4CO, BC2 4CO
 C3B 4CO, BC3 4CO
 C4B 4CO, BC4 4CO
 C5B 4CO, BC5 4CO
 O2B 4CO, BO2 4CO
 C6B 4CO, BC6 4CO
 C7B 4CO, BC7 4CO
 CB  4CO, BC  4CO
 OXT 4IN, O1  4IN
 OPF 4IP,1OP5 4IP
 OPG 4IP,2OP5 4IP
 OPH 4IP,3OP5 4IP
 O5' 4MF, O5* 4MF
 C5' 4MF, C5* 4MF
 C4' 4MF, C4* 4MF
 C3' 4MF, C3* 4MF
 O3' 4MF, O3* 4MF
 C2' 4MF, C2* 4MF
 C1' 4MF, C1* 4MF
 O4' 4MF, O4* 4MF
 O1' 4NB, O1* 4NB
 O2' 4NB, O2* 4NB
 OP1 4OC, O1P 4OC
 OP2 4OC, O2P 4OC
 O5' 4OC, O5* 4OC
 C5' 4OC, C5* 4OC
 C4' 4OC, C4* 4OC
 O4' 4OC, O4* 4OC
 C3' 4OC, C3* 4OC
 C2' 4OC, C2* 4OC
 O2' 4OC, O2* 4OC
 C1' 4OC, C1* 4OC
 O3' 4OC, O3* 4OC
 OP3 4OC, O3P 4OC
 OP1 4PC, O1P 4PC
 OP2 4PC, O2P 4PC
 O5' 4PC, O5* 4PC
 C5' 4PC, C5* 4PC
 C4' 4PC, C4* 4PC
 O4' 4PC, O4* 4PC
 C3' 4PC, C3* 4PC
 O3' 4PC, O3* 4PC
 C2' 4PC, C2* 4PC
 C1' 4PC, C1* 4PC
 OP3 4PC, O3P 4PC
 OP1 4PD, O1P 4PD
 OP2 4PD, O2P 4PD
 O5' 4PD, O5* 4PD
 C5' 4PD, C5* 4PD
 C4' 4PD, C4* 4PD
 O4' 4PD, O4* 4PD
 C3' 4PD, C3* 4PD
 O3' 4PD, O3* 4PD
 C2' 4PD, C2* 4PD
 C1' 4PD, C1* 4PD
 OP3 4PD, O3P 4PD
 OP1 4PE, O1P 4PE
 OP2 4PE, O2P 4PE
 O5' 4PE, O5* 4PE
 C5' 4PE, C5* 4PE
 C4' 4PE, C4* 4PE
 O4' 4PE, O4* 4PE
 C3' 4PE, C3* 4PE
 O3' 4PE, O3* 4PE
 C2' 4PE, C2* 4PE
 C1' 4PE, C1* 4PE
 OP3 4PE, O3P 4PE
 OP1 4SC, O1P 4SC
 OP2 4SC, O2P 4SC
 O5' 4SC, O5* 4SC
 C5' 4SC, C5* 4SC
 C4' 4SC, C4* 4SC
 S4' 4SC, S4* 4SC
 C3' 4SC, C3* 4SC
 O3' 4SC, O3* 4SC
 C2' 4SC, C2* 4SC
 C1' 4SC, C1* 4SC
 C1' 4SU, C1* 4SU
 C2' 4SU, C2* 4SU
 O2' 4SU, O2* 4SU
 C3' 4SU, C3* 4SU
 C4' 4SU, C4* 4SU
 O3' 4SU, O3* 4SU
 O4' 4SU, O4* 4SU
 C5' 4SU, C5* 4SU
 O5' 4SU, O5* 4SU
 OP1 4SU, O1P 4SU
 OP2 4SU, O2P 4SU
 OP3 4SU, O3P 4SU
 C1B 4TA, C1* 4TA
 C2B 4TA, C2* 4TA
 C3B 4TA, C3* 4TA
 O3B 4TA, O3* 4TA
 C4B 4TA, C4* 4TA
 C5B 4TA, C5* 4TA
 O5' 4TA, O5* 4TA
 O4' 4TA, O4* 4TA
 O5' 4TC, O5* 4TC
 C5' 4TC, C5* 4TC
 C4' 4TC, C4* 4TC
 C3' 4TC, C3* 4TC
 O3' 4TC, O3* 4TC
 C2' 4TC, C2* 4TC
 O2' 4TC, O2* 4TC
 C1' 4TC, C1* 4TC
 O4' 4TC, O4* 4TC
 C1' 523, C1* 523
 C2' 523, C2* 523
 C3' 523, C3* 523
 C4' 523, C4* 523
 O4' 523, O4* 523
 O3' 523, O3* 523
 C5' 523, C5* 523
 O5' 523, O5* 523
 OP3 5AA, O3P 5AA
 OP2 5AA, O2P 5AA
 O5' 5AA, O5* 5AA
 C5' 5AA, C5* 5AA
 C4' 5AA, C4* 5AA
 O4' 5AA, O4* 5AA
 C1' 5AA, C1* 5AA
 C2' 5AA, C2* 5AA
 O2' 5AA, O2* 5AA
 C3' 5AA, C3* 5AA
 N3' 5AA, N3* 5AA
 OP1 5AA, O1P 5AA
 O5' 5AS, O5* 5AS
 C5' 5AS, C5* 5AS
 C4' 5AS, C4* 5AS
 O4' 5AS, O4* 5AS
 C3' 5AS, C3* 5AS
 O3' 5AS, O3* 5AS
 C2' 5AS, C2* 5AS
 O2' 5AS, O2* 5AS
 C1' 5AS, C1* 5AS
 N5' 5AT, N5* 5AT
 C2' 5AT, C2* 5AT
 C5' 5AT, C5* 5AT
 C4' 5AT, C4* 5AT
 O4' 5AT, O4* 5AT
 C1' 5AT, C1* 5AT
 C3' 5AT, C3* 5AT
 O3' 5AT, O3* 5AT
 OP1 5BU, O1P 5BU
 OP2 5BU, O2P 5BU
 OP3 5BU, O3P 5BU
 O5' 5BU, O5* 5BU
 C5' 5BU, C5* 5BU
 C4' 5BU, C4* 5BU
 O4' 5BU, O4* 5BU
 C3' 5BU, C3* 5BU
 O3' 5BU, O3* 5BU
 C2' 5BU, C2* 5BU
 O2' 5BU, O2* 5BU
 C1' 5BU, C1* 5BU
 O5' 5CA, O5* 5CA
 C5' 5CA, C5* 5CA
 C4' 5CA, C4* 5CA
 O4' 5CA, O4* 5CA
 C3' 5CA, C3* 5CA
 O3' 5CA, O3* 5CA
 C2' 5CA, C2* 5CA
 O2' 5CA, O2* 5CA
 C1' 5CA, C1* 5CA
 O2' 5CD, O2* 5CD
 C2' 5CD, C2* 5CD
 C3' 5CD, C3* 5CD
 O3' 5CD, O3* 5CD
 C4' 5CD, C4* 5CD
 C5' 5CD, C5* 5CD
 O4' 5CD, O4* 5CD
 C1' 5CD, C1* 5CD
CL5' 5CG,CL5* 5CG
 C5' 5CG, C5* 5CG
 C4' 5CG, C4* 5CG
 O4' 5CG, O4* 5CG
 C3' 5CG, C3* 5CG
 O3' 5CG, O3* 5CG
 C2' 5CG, C2* 5CG
 O2' 5CG, O2* 5CG
 C1' 5CG, C1* 5CG
 C1' 5CM, C1* 5CM
 C2' 5CM, C2* 5CM
 C3' 5CM, C3* 5CM
 C4' 5CM, C4* 5CM
 O4' 5CM, O4* 5CM
 O3' 5CM, O3* 5CM
 C5' 5CM, C5* 5CM
 O5' 5CM, O5* 5CM
 OP1 5CM, O1P 5CM
 OP2 5CM, O2P 5CM
 OP3 5CM, O3P 5CM
 C2' 5F1, C2* 5F1
 C3' 5F1, C3* 5F1
 O3' 5F1, O3* 5F1
 C4' 5F1, C4* 5F1
 C5' 5F1, C5* 5F1
 O4' 5F1, O4* 5F1
 C1' 5F1, C1* 5F1
 O5' 5FA, O5* 5FA
 C5' 5FA, C5* 5FA
 C4' 5FA, C4* 5FA
 O4' 5FA, O4* 5FA
 C3' 5FA, C3* 5FA
 O3' 5FA, O3* 5FA
 C2' 5FA, C2* 5FA
 O2' 5FA, O2* 5FA
 C1' 5FA, C1* 5FA
 OP2 5FC, O2P 5FC
 OP1 5FC, O1P 5FC
 O5' 5FC, O5* 5FC
 C2' 5FC, C2* 5FC
 C5' 5FC, C5* 5FC
 C4' 5FC, C4* 5FC
 O4' 5FC, O4* 5FC
 C1' 5FC, C1* 5FC
 C3' 5FC, C3* 5FC
 O3' 5FC, O3* 5FC
 OP3 5FC, O3P 5FC
 O2' 5FD, O2* 5FD
 C2' 5FD, C2* 5FD
 C3' 5FD, C3* 5FD
 O3' 5FD, O3* 5FD
 C4' 5FD, C4* 5FD
 C5' 5FD, C5* 5FD
 O4' 5FD, O4* 5FD
 C1' 5FD, C1* 5FD
 C1' 5FU, C1* 5FU
 O4' 5FU, O4* 5FU
 C2' 5FU, C2* 5FU
 O2' 5FU, O2* 5FU
 C3' 5FU, C3* 5FU
 O3' 5FU, O3* 5FU
 C4' 5FU, C4* 5FU
 C5' 5FU, C5* 5FU
 O5' 5FU, O5* 5FU
 O5' 5GP, O5* 5GP
 C5' 5GP, C5* 5GP
 C4' 5GP, C4* 5GP
 O4' 5GP, O4* 5GP
 C3' 5GP, C3* 5GP
 O3' 5GP, O3* 5GP
 C2' 5GP, C2* 5GP
 O2' 5GP, O2* 5GP
 C1' 5GP, C1* 5GP
 O5' 5HT, O5* 5HT
 C5' 5HT, C5* 5HT
 C4' 5HT, C4* 5HT
 O4' 5HT, O4* 5HT
 C3' 5HT, C3* 5HT
 O3' 5HT, O3* 5HT
 C2' 5HT, C2* 5HT
 C1' 5HT, C1* 5HT
 OP1 5HU, O1P 5HU
 OP2 5HU, O2P 5HU
 OP3 5HU, O3P 5HU
 O5' 5HU, O5* 5HU
 C5' 5HU, C5* 5HU
 C4' 5HU, C4* 5HU
 O4' 5HU, O4* 5HU
 C3' 5HU, C3* 5HU
 O3' 5HU, O3* 5HU
 C2' 5HU, C2* 5HU
 C1' 5HU, C1* 5HU
 O2' 5IC, O2* 5IC
 C2' 5IC, C2* 5IC
 C3' 5IC, C3* 5IC
 O3' 5IC, O3* 5IC
 C4' 5IC, C4* 5IC
 O4' 5IC, O4* 5IC
 C1' 5IC, C1* 5IC
 C5' 5IC, C5* 5IC
 O5' 5IC, O5* 5IC
 OP1 5IC, O1P 5IC
 OP3 5IC, O3P 5IC
 OP2 5IC, O2P 5IC
 OP1 5IT, O1P 5IT
 OP2 5IT, O2P 5IT
 OP3 5IT, O3P 5IT
 O5' 5IT, O5* 5IT
 C5' 5IT, C5* 5IT
 C4' 5IT, C4* 5IT
 O4' 5IT, O4* 5IT
 C3' 5IT, C3* 5IT
 O3' 5IT, O3* 5IT
 C2' 5IT, C2* 5IT
 C1' 5IT, C1* 5IT
 C1' 5IU, C1* 5IU
 C2' 5IU, C2* 5IU
 C3' 5IU, C3* 5IU
 C4' 5IU, C4* 5IU
 O3' 5IU, O3* 5IU
 O4' 5IU, O4* 5IU
 C5' 5IU, C5* 5IU
 O5' 5IU, O5* 5IU
 OP1 5IU, O1P 5IU
 OP2 5IU, O2P 5IU
 OP3 5IU, O3P 5IU
 OP1 5MC, O1P 5MC
 OP2 5MC, O2P 5MC
 OP3 5MC, O3P 5MC
 O5' 5MC, O5* 5MC
 C5' 5MC, C5* 5MC
 C4' 5MC, C4* 5MC
 O4' 5MC, O4* 5MC
 C3' 5MC, C3* 5MC
 O3' 5MC, O3* 5MC
 C2' 5MC, C2* 5MC
 O2' 5MC, O2* 5MC
 C1' 5MC, C1* 5MC
 C1' 5MU, C1* 5MU
 C2' 5MU, C2* 5MU
 O2' 5MU, O2* 5MU
 C3' 5MU, C3* 5MU
 C4' 5MU, C4* 5MU
 O3' 5MU, O3* 5MU
 O4' 5MU, O4* 5MU
 C5' 5MU, C5* 5MU
 O5' 5MU, O5* 5MU
 OP1 5MU, O1P 5MU
 OP2 5MU, O2P 5MU
 OP3 5MU, O3P 5MU
 OP1 5NC, O1P 5NC
 OP2 5NC, O2P 5NC
 OP3 5NC, O3P 5NC
 O5' 5NC, O5* 5NC
 C5' 5NC, C5* 5NC
 C4' 5NC, C4* 5NC
 O4' 5NC, O4* 5NC
 C3' 5NC, C3* 5NC
 O3' 5NC, O3* 5NC
 C2' 5NC, C2* 5NC
 C1' 5NC, C1* 5NC
 OP3 5PC, O3P 5PC
 OP1 5PC, O1P 5PC
 OP2 5PC, O2P 5PC
 C5' 5PC, C5* 5PC
 O5' 5PC, O5* 5PC
 C4' 5PC, C4* 5PC
 O4' 5PC, O4* 5PC
 C3' 5PC, C3* 5PC
 O3' 5PC, O3* 5PC
 C2' 5PC, C2* 5PC
 C1' 5PC, C1* 5PC
 OP2 5PY, O2P 5PY
 OP1 5PY, O1P 5PY
 O5' 5PY, O5* 5PY
 C5' 5PY, C5* 5PY
 C4' 5PY, C4* 5PY
 O4' 5PY, O4* 5PY
 C1' 5PY, C1* 5PY
 C2' 5PY, C2* 5PY
 C3' 5PY, C3* 5PY
 O3' 5PY, O3* 5PY
 OP3 5PY, O3P 5PY
 C1' 5UD, C1* 5UD
 C2' 5UD, C2* 5UD
 O2' 5UD, O2* 5UD
 C3' 5UD, C3* 5UD
 O3' 5UD, O3* 5UD
 C4' 5UD, C4* 5UD
 O4' 5UD, O4* 5UD
 C5' 5UD, C5* 5UD
 O5' 5UD, O5* 5UD
 CVX 607,C31' 607
 CWX 607,C32' 607
 OXX 607,O33' 607
 OYX 607,O34' 607
 C6X 607,C42' 607
 C7X 607,C43' 607
 O8X 607,O44' 607
 O9X 607,O45' 607
 C1B 607,C1'' 607
 C2B 607,C2'' 607
 C3B 607,C3'' 607
 C4B 607,C4'' 607
 C5B 607,C5'' 607
 C6B 607,C6'' 607
 N2B 607,N2'' 607
 OP1 64T, O1P 64T
 OP2 64T, O2P 64T
 O5' 64T, O5* 64T
 C5' 64T, C5* 64T
 C4' 64T, C4* 64T
 O4' 64T, O4* 64T
 C3' 64T, C3* 64T
 O3' 64T, O3* 64T
 C2' 64T, C2* 64T
 C1' 64T, C1* 64T
 OP3 64T, O3P 64T
 CV' 653,C31' 653
 CW' 653,C32' 653
 NX' 653,N33' 653
 C1B 653,C1'' 653
 C2B 653,C2'' 653
 C3B 653,C3'' 653
 C4B 653,C4'' 653
 C5B 653,C5'' 653
 C6B 653,C6'' 653
 C1B 655,C1'' 655
 C2B 655,C2'' 655
 C3B 655,C3'' 655
 C4B 655,C4'' 655
 C5B 655,C5'' 655
 CV' 678,C31' 678
 CW' 678,C32' 678
 OX' 678,O33' 678
 OY' 678,O34' 678
 CVX 693,C31' 693
 CWX 693,C32' 693
 OXX 693,O33' 693
 OYX 693,O34' 693
 C6X 693,C42' 693
 C7X 693,C43' 693
 O8X 693,O44' 693
 O9X 693,O45' 693
 C1B 693,C1'' 693
 C2B 693,C2'' 693
 C3B 693,C3'' 693
 C4B 693,C4'' 693
 C5B 693,C5'' 693
 C6B 693,C6'' 693
 F2B 693,F2'' 693
 C1B 696,C1'' 696
 C2B 696,C2'' 696
 C3B 696,C3'' 696
 C4B 696,C4'' 696
 C5B 696,C5'' 696
 C6B 696,C6'' 696
 OP2 6CT, O2P 6CT
 OP1 6CT, O1P 6CT
 O5' 6CT, O5* 6CT
 C5' 6CT, C5* 6CT
 C4' 6CT, C4* 6CT
 C3' 6CT, C3* 6CT
 O3' 6CT, O3* 6CT
 C2' 6CT, C2* 6CT
 C1' 6CT, C1* 6CT
 C'  6CT, C*  6CT
 CM' 6CT, CM* 6CT
HO1P 6CT,PHO1 6CT
 C1' 6FA, C1* 6FA
 C2' 6FA, C2* 6FA
 O2' 6FA, O2* 6FA
 C3' 6FA, C3* 6FA
 O3' 6FA, O3* 6FA
 C4' 6FA, C4* 6FA
 O4' 6FA, O4* 6FA
 C5' 6FA, C5* 6FA
 O5' 6FA, O5* 6FA
 PA  6FA, AP  6FA
 O1A 6FA, AO1 6FA
 O2A 6FA, AO2 6FA
 O5B 6FA,AO5* 6FA
 C5B 6FA,AC5* 6FA
 C4B 6FA,AC4* 6FA
 O4B 6FA,AO4* 6FA
 C3B 6FA,AC3* 6FA
 O3B 6FA,AO3* 6FA
 C2B 6FA,AC2* 6FA
 O2B 6FA,AO2* 6FA
 C1B 6FA,AC1* 6FA
 N9A 6FA, AN9 6FA
 C8A 6FA, AC8 6FA
 N7A 6FA, AN7 6FA
 C5X 6FA, AC5 6FA
 C6A 6FA, AC6 6FA
 N6A 6FA, AN6 6FA
 N1A 6FA, AN1 6FA
 C2A 6FA, AC2 6FA
 N3A 6FA, AN3 6FA
 C4X 6FA, AC4 6FA
 OP1 6HA, O1P 6HA
 OP2 6HA, O2P 6HA
 OP3 6HA, O3P 6HA
 O5' 6HA, O5* 6HA
 C5' 6HA, C5* 6HA
 C4' 6HA, C4* 6HA
 O4' 6HA, O4* 6HA
 C3' 6HA, C3* 6HA
 O3' 6HA, O3* 6HA
 C2' 6HA, C2* 6HA
 C1' 6HA, C1* 6HA
 C6' 6HA, C6* 6HA
 OP1 6HC, O1P 6HC
 OP2 6HC, O2P 6HC
 OP3 6HC, O3P 6HC
 O5' 6HC, O5* 6HC
 C5' 6HC, C5* 6HC
 C4' 6HC, C4* 6HC
 O4' 6HC, O4* 6HC
 C3' 6HC, C3* 6HC
 O3' 6HC, O3* 6HC
 C2' 6HC, C2* 6HC
 C1' 6HC, C1* 6HC
 C6' 6HC, C6* 6HC
 OP1 6HG, O1P 6HG
 OP2 6HG, O2P 6HG
 OP3 6HG, O3P 6HG
 O5' 6HG, O5* 6HG
 C5' 6HG, C5* 6HG
 C4' 6HG, C4* 6HG
 O4' 6HG, O4* 6HG
 C3' 6HG, C3* 6HG
 O3' 6HG, O3* 6HG
 C2' 6HG, C2* 6HG
 C1' 6HG, C1* 6HG
 C6' 6HG, C6* 6HG
 OP1 6HT, O1P 6HT
 OP2 6HT, O2P 6HT
 OP3 6HT, O3P 6HT
 O5' 6HT, O5* 6HT
 C5' 6HT, C5* 6HT
 C4' 6HT, C4* 6HT
 O4' 6HT, O4* 6HT
 C3' 6HT, C3* 6HT
 O3' 6HT, O3* 6HT
 C2' 6HT, C2* 6HT
 C1' 6HT, C1* 6HT
 C6' 6HT, C6* 6HT
 OP3 6IA, O3P 6IA
 OP1 6IA, O1P 6IA
 OP2 6IA, O2P 6IA
 O5' 6IA, O5* 6IA
 C5' 6IA, C5* 6IA
 C4' 6IA, C4* 6IA
 O4' 6IA, O4* 6IA
 C3' 6IA, C3* 6IA
 O3' 6IA, O3* 6IA
 C2' 6IA, C2* 6IA
 O2' 6IA, O2* 6IA
 C1' 6IA, C1* 6IA
 OP3 6MA, O3P 6MA
 OP1 6MA, O1P 6MA
 OP2 6MA, O2P 6MA
 O5' 6MA, O5* 6MA
 C5' 6MA, C5* 6MA
 C4' 6MA, C4* 6MA
 O4' 6MA, O4* 6MA
 C3' 6MA, C3* 6MA
 O3' 6MA, O3* 6MA
 C2' 6MA, C2* 6MA
 C1' 6MA, C1* 6MA
 OP3 6MC, O3P 6MC
 OP1 6MC, O1P 6MC
 OP2 6MC, O2P 6MC
 O5' 6MC, O5* 6MC
 C5' 6MC, C5* 6MC
 C4' 6MC, C4* 6MC
 O4' 6MC, O4* 6MC
 C3' 6MC, C3* 6MC
 O3' 6MC, O3* 6MC
 C2' 6MC, C2* 6MC
 C1' 6MC, C1* 6MC
 O5' 6MI, O5* 6MI
 C2' 6MI, C2* 6MI
 C5' 6MI, C5* 6MI
 C4' 6MI, C4* 6MI
 O4' 6MI, O4* 6MI
 C1' 6MI, C1* 6MI
 C3' 6MI, C3* 6MI
 O3' 6MI, O3* 6MI
 OP3 6MT, O3P 6MT
 OP1 6MT, O1P 6MT
 OP2 6MT, O2P 6MT
 O5' 6MT, O5* 6MT
 C5' 6MT, C5* 6MT
 C4' 6MT, C4* 6MT
 O4' 6MT, O4* 6MT
 C3' 6MT, C3* 6MT
 O3' 6MT, O3* 6MT
 C2' 6MT, C2* 6MT
 C1' 6MT, C1* 6MT
 O5' 6MZ, O5* 6MZ
 C5' 6MZ, C5* 6MZ
 C4' 6MZ, C4* 6MZ
 O4' 6MZ, O4* 6MZ
 C1' 6MZ, C1* 6MZ
 C2' 6MZ, C2* 6MZ
 O2' 6MZ, O2* 6MZ
 C3' 6MZ, C3* 6MZ
 O3' 6MZ, O3* 6MZ
 C1B 6NH,C1'' 6NH
 C2B 6NH,C2'' 6NH
 C3B 6NH,C3'' 6NH
 C4B 6NH,C4'' 6NH
 C5B 6NH,C5'' 6NH
 C6B 6NH,C6'' 6NH
 OP1 6OG, O1P 6OG
 OP2 6OG, O2P 6OG
 O5' 6OG, O5* 6OG
 C2' 6OG, C2* 6OG
 C5' 6OG, C5* 6OG
 C4' 6OG, C4* 6OG
 O4' 6OG, O4* 6OG
 C1' 6OG, C1* 6OG
 C3' 6OG, C3* 6OG
 O3' 6OG, O3* 6OG
 OP3 6OG, O3P 6OG
 C1' 70U, C1* 70U
 O2' 70U, O2* 70U
 C2' 70U, C2* 70U
 O3' 70U, O3* 70U
 C3' 70U, C3* 70U
 C4' 70U, C4* 70U
 O4' 70U, O4* 70U
 C5' 70U, C5* 70U
 O5' 70U, O5* 70U
 OP1 70U, O1P 70U
 OP2 70U, O2P 70U
 OP3 70U, O3P 70U
 C1B 762,C1'' 762
 C2B 762,C2'' 762
 C3B 762,C3'' 762
 C4B 762,C4'' 762
 C5B 762,C5'' 762
 C6B 762,C6'' 762
 C1B 780,C1'' 780
 C2B 780,C2'' 780
 C3B 780,C3'' 780
 C4B 780,C4'' 780
 C5B 780,C5'' 780
 C6B 780,C6'' 780
 C3X 783,CM3' 783
 C1B 783,C1'' 783
 C2B 783,C2'' 783
 C3B 783,C3'' 783
 C4B 783,C4'' 783
 C5B 783,C5'' 783
 C6B 783,C6'' 783
 C3X 785,CF3' 785
 FV' 785,F31' 785
 FW' 785,F32' 785
 FX' 785,F33' 785
 OP1 7DA, O1P 7DA
 OP2 7DA, O2P 7DA
 O5' 7DA, O5* 7DA
 C2' 7DA, C2* 7DA
 C5' 7DA, C5* 7DA
 C4' 7DA, C4* 7DA
 O4' 7DA, O4* 7DA
 C1' 7DA, C1* 7DA
 C3' 7DA, C3* 7DA
 O3' 7DA, O3* 7DA
 OP3 7DA, O3P 7DA
 OP1 7GU, O1P 7GU
 OP2 7GU, O2P 7GU
 O5' 7GU, O5* 7GU
 C2' 7GU, C2* 7GU
 C5' 7GU, C5* 7GU
 C4' 7GU, C4* 7GU
 O4' 7GU, O4* 7GU
 C1' 7GU, C1* 7GU
 C3' 7GU, C3* 7GU
 O3' 7GU, O3* 7GU
 OP3 7GU, O3P 7GU
 OP1 7MG, O1P 7MG
 OP2 7MG, O2P 7MG
 OP3 7MG, O3P 7MG
 O5' 7MG, O5* 7MG
 C5' 7MG, C5* 7MG
 C4' 7MG, C4* 7MG
 O4' 7MG, O4* 7MG
 C3' 7MG, C3* 7MG
 O3' 7MG, O3* 7MG
 C2' 7MG, C2* 7MG
 O2' 7MG, O2* 7MG
 C1' 7MG, C1* 7MG
 C1B 7NH,C1'' 7NH
 C2B 7NH,C2'' 7NH
 C3B 7NH,C3'' 7NH
 C4B 7NH,C4'' 7NH
 C5B 7NH,C5'' 7NH
